Type,Questions,Answer,Code,Dataset_Name,Date_Generated
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when MUSIC is 'HipHop' than when MUSIC is 'Rock',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'HipHop' and when MUSIC = 'Rock';permutation_test(df, 'Music', 'Attendance', 10000, 'HipHop', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the RATING is greater than 3 and DAY is not 'Friday',  verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Salsa' than when MUSIC is 'HipHop'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Salsa' and when MUSIC = 'HipHop';df <- df[df$Rating > 3 & df$Day != 'Friday', ];mean(df[df$Music == 'Salsa', ]$Attendance); mean(df[df$Music == 'HipHop', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Salsa', 'HipHop');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DAY is 'Thursday',  verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Jazz' than when MUSIC is 'Salsa'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Jazz' and when MUSIC = 'Salsa';df <- df[df$Day == 'Thursday', ];mean(df[df$Music == 'Jazz', ]$Attendance); mean(df[df$Music == 'Salsa', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Jazz', 'Salsa');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the ATTENDANCE is greater than 80 and DJ is 'Alex',  verify hypothesis that the average RATING is higher when MUSIC is 'Salsa' than when MUSIC is 'Techno'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Salsa' and when MUSIC = 'Techno';df <- df[df$Attendance > 80 & df$DJ == 'Alex', ];mean(df[df$Music == 'Salsa', ]$Rating); mean(df[df$Music == 'Techno', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Salsa', 'Techno');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DJ is 'Rohit' than when DJ is 'Ania',  where the ATTENDANCE is less than or equal to 20","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Rohit' and when DJ = 'Ania';df <- df[df$Attendance <= 20, ];mean(df[df$DJ == 'Rohit', ]$Rating); mean(df[df$DJ == 'Ania', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Rohit', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Mski' than when DJ is 'Blue',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Mski' and when DJ = 'Blue';permutation_test(df, 'DJ', 'Rating', 10000, 'Mski', 'Blue');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Blue' than when DJ is 'Mski',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Blue' and when DJ = 'Mski';permutation_test(df, 'DJ', 'Rating', 10000, 'Blue', 'Mski');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'HipHop' than when MUSIC is 'Rock',  where DJ is 'Alex'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'HipHop' and when MUSIC = 'Rock';df <- df[df$DJ == 'Alex', ];mean(df[df$Music == 'HipHop', ]$Attendance); mean(df[df$Music == 'Rock', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'HipHop', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DJ is 'Alex' than when DJ is 'Ania',  where the ATTENDANCE is greater than or equal to 60","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Alex' and when DJ = 'Ania';df <- df[df$Attendance >= 60, ];mean(df[df$DJ == 'Alex', ]$Rating); mean(df[df$DJ == 'Ania', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Alex', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DAY is 'Friday' than when DAY is 'Thursday',  where the ATTENDANCE is less than or equal to 30 and DJ is not 'Rohit'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DAY = 'Friday' and when DAY = 'Thursday';df <- df[df$Attendance <= 30 & df$DJ != 'Rohit', ];mean(df[df$Day == 'Friday', ]$Rating); mean(df[df$Day == 'Thursday', ]$Rating);permutation_test(df, 'Day', 'Rating', 10000, 'Friday', 'Thursday');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average ATTENDANCE is higher when DJ is 'Rohit' than when DJ is 'Carol',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Rohit' and when DJ = 'Carol';permutation_test(df, 'DJ', 'Attendance', 10000, 'Rohit', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Carol' than when DJ is 'Alex',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Carol' and when DJ = 'Alex';permutation_test(df, 'DJ', 'Attendance', 10000, 'Carol', 'Alex');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Rohit' than when DJ is 'Ania',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Rohit' and when DJ = 'Ania';permutation_test(df, 'DJ', 'Attendance', 10000, 'Rohit', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Ania' than when DJ is 'Alex',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Ania' and when DJ = 'Alex';permutation_test(df, 'DJ', 'Attendance', 10000, 'Ania', 'Alex');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DJ is 'Rohit',  verify hypothesis that the average RATING is higher when DAY is 'Friday' than when DAY is 'Thursday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DAY = 'Friday' and when DAY = 'Thursday';df <- df[df$DJ == 'Rohit', ];mean(df[df$Day == 'Friday', ]$Rating); mean(df[df$Day == 'Thursday', ]$Rating);permutation_test(df, 'Day', 'Rating', 10000, 'Friday', 'Thursday');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DAY is not 'Thursday',  verify hypothesis that the average RATING is higher when DJ is 'Carol' than when DJ is 'Mski'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Carol' and when DJ = 'Mski';df <- df[df$Day != 'Thursday', ];mean(df[df$DJ == 'Carol', ]$Rating); mean(df[df$DJ == 'Mski', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Carol', 'Mski');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Blue' than when DJ is 'Alex',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Blue' and when DJ = 'Alex';permutation_test(df, 'DJ', 'Rating', 10000, 'Blue', 'Alex');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DAY is 'Saturday',  verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Rock' than when MUSIC is 'Salsa'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Rock' and when MUSIC = 'Salsa';df <- df[df$Day == 'Saturday', ];mean(df[df$Music == 'Rock', ]$Attendance); mean(df[df$Music == 'Salsa', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Rock', 'Salsa');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Ania',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Ania';permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Rohit' than when DJ is 'Carol',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Rohit' and when DJ = 'Carol';permutation_test(df, 'DJ', 'Rating', 10000, 'Rohit', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DJ is 'Blue' than when DJ is 'Carol',  where DAY is 'Thursday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Blue' and when DJ = 'Carol';df <- df[df$Day == 'Thursday', ];mean(df[df$DJ == 'Blue', ]$Rating); mean(df[df$DJ == 'Carol', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Blue', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when MUSIC is 'Techno' than when MUSIC is 'HipHop',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Techno' and when MUSIC = 'HipHop';permutation_test(df, 'Music', 'Rating', 10000, 'Techno', 'HipHop');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that MUSIC is not 'HipHop',  verify hypothesis that the average RATING is higher when DJ is 'Alex' than when DJ is 'Carol'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Alex' and when DJ = 'Carol';df <- df[df$Music != 'HipHop', ];mean(df[df$DJ == 'Alex', ]$Rating); mean(df[df$DJ == 'Carol', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Alex', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the RATING is greater than or equal to 4 and DJ is 'Ania',  verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Rock' than when MUSIC is 'Salsa'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Rock' and when MUSIC = 'Salsa';df <- df[df$Rating >= 4 & df$DJ == 'Ania', ];mean(df[df$Music == 'Rock', ]$Attendance); mean(df[df$Music == 'Salsa', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Rock', 'Salsa');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when MUSIC is 'Techno' than when MUSIC is 'Jazz',  where the ATTENDANCE is greater than 50 and DJ is 'Blue'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Techno' and when MUSIC = 'Jazz';df <- df[df$Attendance > 50 & df$DJ == 'Blue', ];mean(df[df$Music == 'Techno', ]$Rating); mean(df[df$Music == 'Jazz', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Techno', 'Jazz');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average ATTENDANCE is higher when DJ is 'Ania' than when DJ is 'Alex',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Ania' and when DJ = 'Alex';permutation_test(df, 'DJ', 'Attendance', 10000, 'Ania', 'Alex');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Rohit',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Rohit';permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Rohit');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that MUSIC is not 'Techno',  verify hypothesis that the average RATING is higher when DJ is 'Blue' than when DJ is 'Rohit'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Blue' and when DJ = 'Rohit';df <- df[df$Music != 'Techno', ];mean(df[df$DJ == 'Blue', ]$Rating); mean(df[df$DJ == 'Rohit', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Blue', 'Rohit');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Rohit' than when DJ is 'Mski',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Rohit' and when DJ = 'Mski';permutation_test(df, 'DJ', 'Attendance', 10000, 'Rohit', 'Mski');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Ania',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Ania';permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Ania');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the RATING is less than or equal to 2 and MUSIC is not 'Rock',  verify hypothesis that the average ATTENDANCE is higher when DAY is 'Saturday' than when DAY is 'Friday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DAY = 'Saturday' and when DAY = 'Friday';df <- df[df$Rating <= 2 & df$Music != 'Rock', ];mean(df[df$Day == 'Saturday', ]$Attendance); mean(df[df$Day == 'Friday', ]$Attendance);permutation_test(df, 'Day', 'Attendance', 10000, 'Saturday', 'Friday');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average RATING is higher when DAY is 'Saturday' than when DAY is 'Friday',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DAY = 'Saturday' and when DAY = 'Friday';permutation_test(df, 'Day', 'Rating', 10000, 'Saturday', 'Friday');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when MUSIC is 'HipHop' than when MUSIC is 'Salsa',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'HipHop' and when MUSIC = 'Salsa';permutation_test(df, 'Music', 'Attendance', 10000, 'HipHop', 'Salsa');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the ATTENDANCE is less than or equal to 30 and DJ is not 'Rohit',  verify hypothesis that the average RATING is higher when MUSIC is 'Jazz' than when MUSIC is 'Rock'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Jazz' and when MUSIC = 'Rock';df <- df[df$Attendance <= 30 & df$DJ != 'Rohit', ];mean(df[df$Music == 'Jazz', ]$Rating); mean(df[df$Music == 'Rock', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Jazz', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when MUSIC is 'Jazz' than when MUSIC is 'Rock',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Jazz' and when MUSIC = 'Rock';permutation_test(df, 'Music', 'Attendance', 10000, 'Jazz', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Carol',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Carol';permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Carol');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when MUSIC is 'Jazz' than when MUSIC is 'Salsa',  where DJ is not 'Blue'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when MUSIC = 'Jazz' and when MUSIC = 'Salsa';df <- df[df$DJ != 'Blue', ];mean(df[df$Music == 'Jazz', ]$Attendance); mean(df[df$Music == 'Salsa', ]$Attendance);permutation_test(df, 'Music', 'Attendance', 10000, 'Jazz', 'Salsa');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average ATTENDANCE is higher when DAY is 'Thursday' than when DAY is 'Friday',  where the RATING is greater than or equal to 4","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DAY = 'Thursday' and when DAY = 'Friday';df <- df[df$Rating >= 4, ];mean(df[df$Day == 'Thursday', ]$Attendance); mean(df[df$Day == 'Friday', ]$Attendance);permutation_test(df, 'Day', 'Attendance', 10000, 'Thursday', 'Friday');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when MUSIC is 'Salsa' than when MUSIC is 'Rock',  where the ATTENDANCE is greater than or equal to 50 and DAY is not 'Thursday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Salsa' and when MUSIC = 'Rock';df <- df[df$Attendance >= 50 & df$Day != 'Thursday', ];mean(df[df$Music == 'Salsa', ]$Rating); mean(df[df$Music == 'Rock', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Salsa', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the ATTENDANCE is less than or equal to 50 and MUSIC is not 'Salsa',  verify hypothesis that the average RATING is higher when DAY is 'Thursday' than when DAY is 'Saturday'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DAY = 'Thursday' and when DAY = 'Saturday';df <- df[df$Attendance <= 50 & df$Music != 'Salsa', ];mean(df[df$Day == 'Thursday', ]$Rating); mean(df[df$Day == 'Saturday', ]$Rating);permutation_test(df, 'Day', 'Rating', 10000, 'Thursday', 'Saturday');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Ania' than when DJ is 'Rohit',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Ania' and when DJ = 'Rohit';permutation_test(df, 'DJ', 'Attendance', 10000, 'Ania', 'Rohit');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DJ is 'Mski' than when DJ is 'Alex',  where the ATTENDANCE is greater than or equal to 70","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Mski' and when DJ = 'Alex';df <- df[df$Attendance >= 70, ];mean(df[df$DJ == 'Mski', ]$Rating); mean(df[df$DJ == 'Alex', ]$Rating);permutation_test(df, 'DJ', 'Rating', 10000, 'Mski', 'Alex');",PARTY DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average RATING is higher when DAY is 'Saturday' than when DAY is 'Thursday',  where the ATTENDANCE is greater than or equal to 40","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DAY = 'Saturday' and when DAY = 'Thursday';df <- df[df$Attendance >= 40, ];mean(df[df$Day == 'Saturday', ]$Rating); mean(df[df$Day == 'Thursday', ]$Rating);permutation_test(df, 'Day', 'Rating', 10000, 'Saturday', 'Thursday');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Blue' than when DJ is 'Mski',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Blue' and when DJ = 'Mski';permutation_test(df, 'DJ', 'Attendance', 10000, 'Blue', 'Mski');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that DJ is 'Alex',  verify hypothesis that the average RATING is higher when MUSIC is 'Jazz' than when MUSIC is 'Rock'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Jazz' and when MUSIC = 'Rock';df <- df[df$DJ == 'Alex', ];mean(df[df$Music == 'Jazz', ]$Rating); mean(df[df$Music == 'Rock', ]$Rating);permutation_test(df, 'Music', 'Rating', 10000, 'Jazz', 'Rock');",PARTY DATASET,2024-04-07
Hypothesis Question,"Given that the RATING is greater than or equal to 4,  verify hypothesis that the average ATTENDANCE is higher when DJ is 'Alex' than when DJ is 'Blue'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Alex' and when DJ = 'Blue';df <- df[df$Rating >= 4, ];mean(df[df$DJ == 'Alex', ]$Attendance); mean(df[df$DJ == 'Blue', ]$Attendance);permutation_test(df, 'DJ', 'Attendance', 10000, 'Alex', 'Blue');",PARTY DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average RATING is higher when MUSIC is 'Jazz' than when MUSIC is 'Techno',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when MUSIC = 'Jazz' and when MUSIC = 'Techno';permutation_test(df, 'Music', 'Rating', 10000, 'Jazz', 'Techno');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average RATING is higher when DJ is 'Carol' than when DJ is 'Rohit',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average RATING is the same when DJ = 'Carol' and when DJ = 'Rohit';permutation_test(df, 'DJ', 'Rating', 10000, 'Carol', 'Rohit');",PARTY DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average ATTENDANCE is higher when DJ is 'Alex' than when DJ is 'Blue',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average ATTENDANCE is the same when DJ = 'Alex' and when DJ = 'Blue';permutation_test(df, 'DJ', 'Attendance', 10000, 'Alex', 'Blue');",PARTY DATASET,2024-04-07
